product_id,url,category,category_path,name,brand,current_price,original_price,discount_pct,sizes_in_stock,colors,sustainability_labels,promo_tags,image_urls,scraped_at
sal113,https://www.freshlabels.cz/en/products/salomon-xt-6-sal113/,shoes,Shoes > Sneakers,XT-6,Salomon,3730.0,4390.0,15.0,,White,,discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/658166-vrstva-81salomon.jpg",2026-04-04T21:32:52.704610+00:00
sal130,https://www.freshlabels.cz/en/products/salomon-xt-6-sal130/,shoes,Shoes > Sneakers,XT-6,Salomon,4390.0,4390.0,0.0,,Black,,bestseller|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/658213-vrstva-21salomon-2.jpg",2026-04-04T21:32:52.704610+00:00
sal116,https://www.freshlabels.cz/en/products/salomon-xt-6-sal116/,shoes,Shoes > Sneakers,XT-6,Salomon,4390.0,4390.0,0.0,,Brown,,free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/658183-vrstva-147salomon.jpg",2026-04-04T21:32:52.704610+00:00
sal112,https://www.freshlabels.cz/en/products/salomon-xt-4-og-gtx-sal112/,shoes,Shoes > Sneakers,XT-4 OG GTX,Salomon,4070.0,5090.0,20.0,,Black,,-extra 10%|discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/658164-vrstva-79salomon.jpg",2026-04-04T21:32:52.704610+00:00
kee019,https://www.freshlabels.cz/en/products/keen-jasper-men-kee019/,shoes,Shoes,Jasper Men,Keen,3290.0,3290.0,0.0,,Black,,free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/641679-vrstva-38keen.jpg",2026-04-04T21:32:52.704610+00:00
ve462,https://www.freshlabels.cz/en/products/veja-paulistana-alveomesh-ve462/,shoes,Shoes > Sneakers,Paulistana Alveomesh,Veja,3690.0,3690.0,0.0,,Grey,fair production|sustainable,free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/641231-img-4143veja-641231.jpg",2026-04-04T21:32:52.704610+00:00
ve461,https://www.freshlabels.cz/en/products/veja-volley-ot-leather-ve461/,shoes,Shoes > Sneakers,Volley O.T. Leather,Veja,3290.0,3290.0,0.0,,Beige,fair production|sustainable,free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/641244-img-4166veja.jpg",2026-04-04T21:32:52.704610+00:00
bir528,https://www.freshlabels.cz/en/products/birkenstock-boston-suede-leather-bir528/,shoes,Shoes > Slippers,Boston Suede Leather,Birkenstock,3890.0,3890.0,0.0,,Grey,,-extra 10%|free shipping|produced in europe,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/637557-vrstva-15birkeny-1.jpg",2026-04-04T21:32:52.704610+00:00
bir525,https://www.freshlabels.cz/en/products/birkenstock-highwood-suede-leather-bir525/,shoes,Shoes > Chelsea,Highwood Suede Leather,Birkenstock,3670.0,4590.0,20.0,,Brown,,-extra 10%|discount|free shipping|produced in europe,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/637571-vrstva-29birkeny-1.jpg",2026-04-04T21:32:52.704610+00:00
blu029,https://www.freshlabels.cz/en/products/blundstone-2029-blu029/,shoes,Shoes > Chelsea,2029,Blundstone,4410.0,5190.0,15.0,,Brown,,discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/632365-vrstva-1blu-2.jpg",2026-04-04T21:32:52.704610+00:00
sal110,https://www.freshlabels.cz/en/products/salomon-xt-6-skyline-sal110/,shoes,Shoes > Sneakers,XT-6 Skyline,Salomon,3820.0,4490.0,14.9,,Black,,-extra 10%|bestseller|discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/636692-l47977400-0-gho-xt-6-skyline-black-mapnghigh-ressalomon-5.jpg",2026-04-04T21:32:52.704610+00:00
sal098,https://www.freshlabels.cz/en/products/salomon-x-alp-suede-sal098/,shoes,Shoes > Sneakers,X-Alp Suede,Salomon,4070.0,4790.0,15.0,,Green,,-extra 10%|discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/636134-vrstva-7chrome-8.jpg",2026-04-04T21:32:52.704610+00:00
onr182,https://www.freshlabels.cz/en/products/on-cloudnova-x-onr182/,shoes,Shoes > Sneakers,Cloudnova X,On,3590.0,4490.0,20.0,,Black,,discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/633360-vrstva-54on-1.jpg",2026-04-04T21:32:52.704610+00:00
kee015,https://www.freshlabels.cz/en/products/keen-uneek-wk-men-kee015/,shoes,Shoes > Sandals,Uneek WK Men,Keen,3290.0,3290.0,0.0,,Beige,,free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/629120-vrstva-2keen-1-629120.jpg",2026-04-04T21:32:52.704610+00:00
kee012,https://www.freshlabels.cz/en/products/keen-uneek-men-kee012/,shoes,Shoes > Slippers,Uneek Men,Keen,2540.0,2990.0,15.1,,Beige,recycled pet,-extra 10%|discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/626664-vrstva-4keen.jpg",2026-04-04T21:32:52.704610+00:00
ve382,https://www.freshlabels.cz/en/products/veja-campo-canvas-ve382/,shoes,Shoes > Sneakers,Campo Canvas,Veja,3090.0,3090.0,0.0,,White,sustainable,free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/584187-vrstva-24vej-1-4.jpg",2026-04-04T21:32:52.704610+00:00
wq004,https://www.freshlabels.cz/en/products/winqs-zerofly-wq004/,shoes,Shoes > Sneakers,Zerofly,WINQS,3310.0,3890.0,14.9,,White,recycled|sustainable,-extra 10%|discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/578839-urovne-4-winqs-01.jpg",2026-04-04T21:32:52.704610+00:00
bir523,https://www.freshlabels.cz/en/products/birkenstock-boston-wool-bir523/,shoes,Shoes > Slippers,Boston Wool,Birkenstock,2920.0,3250.0,10.2,,Grey,,-extra 10%|discount|produced in europe,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/635058-vrstva-71-birkenstoc.jpg",2026-04-04T21:32:52.704610+00:00
onr186,https://www.freshlabels.cz/en/products/on-cloudrock-low-wp-onr186/,shoes,Shoes > Sneakers,Cloudrock Low WP,On,4490.0,4990.0,10.0,,Black,,discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/636709-vrstva-1on.jpg",2026-04-04T21:32:52.704610+00:00
sal090,https://www.freshlabels.cz/en/products/salomon-xt-whisper-sal090/,shoes,Shoes > Sneakers,XT – Whisper,Salomon,3790.0,3790.0,0.0,,Violet,,free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/636386-vrstva-22salomon-xx.jpg",2026-04-04T21:32:52.704610+00:00
sal012,https://www.freshlabels.cz/en/products/salomon-acs-pro-sal012/,shoes,Shoes > Sneakers,ACS PRO,Salomon,4990.0,4990.0,0.0,,Black,,free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/584900-vrstva-30salomon-03.jpg",2026-04-04T21:32:52.704610+00:00
kee018,https://www.freshlabels.cz/en/products/keen-jasper-men-kee018/,shoes,Shoes,Jasper Men,Keen,2800.0,3290.0,14.9,,Violet,,-extra 10%|discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/661182-vrstva-5keen-661182.jpg",2026-04-04T21:32:52.704610+00:00
sal115,https://www.freshlabels.cz/en/products/salomon-xt-6-sal115/,shoes,Shoes > Sneakers,XT-6,Salomon,3730.0,4390.0,15.0,,White,,discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/658176-vrstva-91salomon.jpg",2026-04-04T21:32:52.704610+00:00
car011,https://www.freshlabels.cz/en/products/cariuma-oca-therma-car011/,shoes,Shoes > Sneakers,OCA Therma,Cariuma,3512.0,4390.0,20.0,,Brown,sustainable,-extra 10%|discount,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/645985-vrstva-36cariuma.jpg",2026-04-04T21:32:52.704610+00:00
bir533,https://www.freshlabels.cz/en/products/birkenstock-prescott-slip-on-women-bir533/,shoes,Shoes,Prescott Slip On Women,Birkenstock,4580.0,5390.0,15.0,,Black,,-extra 10%|discount|produced in europe,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/641715-vrstva-21birkeny-2.jpg",2026-04-04T21:32:52.704610+00:00
blu032,https://www.freshlabels.cz/en/products/blundstone-2423-blu032/,shoes,Shoes > Slippers,2423,Blundstone,4190.0,4190.0,0.0,,Green,,free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/634260-vrstva-403-blunt.jpg",2026-04-04T21:32:52.704610+00:00
ve458,https://www.freshlabels.cz/en/products/veja-v-90-ot-leather-ve458/,shoes,Shoes > Sneakers,V-90 O.T. Leather,Veja,3591.0,3990.0,10.0,,Beige,fair production|sustainable,discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/641220-img-4136veja.jpg",2026-04-04T21:32:52.704610+00:00
bir526,https://www.freshlabels.cz/en/products/birkenstock-highwood-leather-bir526/,shoes,Shoes > Chelsea,Highwood Leather,Birkenstock,4130.0,4590.0,10.0,,Black,,-extra 10%|discount|produced in europe,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/637564-vrstva-22birkeny-1.jpg",2026-04-04T21:32:52.704610+00:00
sal104,https://www.freshlabels.cz/en/products/salomon-xt-6-sal104/,shoes,Shoes > Sneakers,XT-6,Salomon,4040.0,4490.0,10.0,,Blue,,discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/636195-vrstva-1salomon-4.jpg",2026-04-04T21:32:52.704610+00:00
sal097,https://www.freshlabels.cz/en/products/salomon-x-alp-suede-sal097/,shoes,Shoes > Sneakers,X-Alp Suede,Salomon,3830.0,4790.0,20.0,,Beige,,-extra 10%|discount,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/636139-vrstva-2chrome-8-636139.jpg",2026-04-04T21:32:52.704610+00:00
onr183,https://www.freshlabels.cz/en/products/on-cloudsurfer-2-onr183/,shoes,Shoes > Sneakers,Cloudsurfer 2,On,4490.0,4490.0,0.0,,Black,recycled,free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/633366-vrstva-60on-1.jpg",2026-04-04T21:32:52.704610+00:00
kee011,https://www.freshlabels.cz/en/products/keen-uneek-men-kee011/,shoes,Shoes > Slippers,Uneek Men,Keen,2093.0,2990.0,30.0,,Brown,recycled pet,discount,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/626671-vrstva-11keen.jpg",2026-04-04T21:32:52.704610+00:00
sal085,https://www.freshlabels.cz/en/products/salomon-acs-pro-sal085/,shoes,Shoes > Sneakers,ACS PRO,Salomon,3493.0,4990.0,30.0,,Black,,discount|free shipping,https://www.freshlabels.cz/public/content-images/thumbs/shared/product/fit-w300-h381/vrstva-14salomon-1.jpg,2026-04-04T21:32:52.704610+00:00
sal077,https://www.freshlabels.cz/en/products/salomon-acs-pro-leather-sal077/,shoes,Shoes > Sneakers,ACS PRO Leather,Salomon,5190.0,5190.0,0.0,,Grey,,free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/613006-vrstva-10salomon-03.jpg",2026-04-04T21:32:54.784831+00:00
bir524,https://www.freshlabels.cz/en/products/birkenstock-boston-bs-suede-leather-bir524/,shoes,Shoes > Slippers,Boston BS Suede Leather,Birkenstock,3890.0,3890.0,0.0,,Pink,,free shipping|produced in europe,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/637453-vrstva-2wip-26.jpg",2026-04-04T21:32:54.784831+00:00
sal117,https://www.freshlabels.cz/en/products/salomon-xt-whisper-sal117/,shoes,Shoes > Sneakers,XT-WHISPER,Salomon,2920.0,3650.0,20.0,,White,,-extra 10%|discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/658191-vrstva-103salomon.jpg",2026-04-04T21:32:54.784831+00:00
sal087,https://www.freshlabels.cz/en/products/salomon-xt-whisper-sal087/,shoes,Shoes > Sneakers,XT – Whisper,Salomon,3790.0,3790.0,0.0,,White,,free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/617431-vrstva-18salomon-1.jpg",2026-04-04T21:32:54.784831+00:00
tro062,https://www.freshlabels.cz/en/products/tropicfeel-at-tro062/,shoes,Shoes > Sneakers,AT,Tropicfeel,3290.0,3290.0,0.0,,Green,sustainable,free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/626978-vrstva-24tropic-4-7b.jpg",2026-04-04T21:32:54.784831+00:00
blu014k,https://www.freshlabels.cz/en/products/blundstone-587-blu014k/,shoes,Shoes > Chelsea,587,Blundstone,4990.0,4990.0,0.0,,Black,,free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/595589-krivky-1bluntstone-8.jpg",2026-04-04T21:32:54.784831+00:00
kee021,https://www.freshlabels.cz/en/products/keen-jasper-women-kee021/,shoes,Shoes > Sneakers,Jasper Women,Keen,2960.0,3290.0,10.0,,Beige,,-extra 10%|discount,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/644292-vrstva-6keen-644292.jpg",2026-04-04T21:32:54.784831+00:00
bir503,https://www.freshlabels.cz/en/products/birkenstock-arizona-eva-bir503/,shoes,Shoes > Slippers,Arizona EVA,Birkenstock,1390.0,1390.0,0.0,,Pink,,produced in europe,https://www.freshlabels.cz/public/content-images/thumbs/shared/product/fit-w300-h381/img-9715-kopiebir-1-3.jpg,2026-04-04T21:32:54.784831+00:00
ve356,https://www.freshlabels.cz/en/products/veja-recife-logo-ve356/,shoes,Shoes > Sneakers,Recife Logo,Veja,3690.0,3690.0,0.0,,White,fair production|sustainable,free shipping,https://www.freshlabels.cz/public/content-images/thumbs/shared/product/fit-w300-h381/urovne-1-kopie-5botky-1-2.jpg,2026-04-04T21:32:54.784831+00:00
bir123,https://www.freshlabels.cz/en/products/birkenstock-arizona-nl-sfb-bir123/,shoes,Shoes > Slippers,Arizona NL SFB,Birkenstock,2890.0,2890.0,0.0,,Grey,,free shipping|produced in europe,https://www.freshlabels.cz/public/content-images/thumbs/shared/product/fit-w300-h381/a-0037-img-3129.jpg,2026-04-04T21:32:54.784831+00:00
bir097,https://www.freshlabels.cz/en/products/birkenstock-arizona-bf-bir097/,shoes,Shoes > Slippers,Arizona BF,Birkenstock,2490.0,2490.0,0.0,,Black,,produced in europe,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/631248-vrstva-25birkeny.jpg",2026-04-04T21:32:54.784831+00:00
bir506,https://www.freshlabels.cz/en/products/birkenstock-arizona-big-buckle-eva-bir506/,shoes,Shoes > Slippers,Arizona Big Buckle EVA,Birkenstock,1320.0,1650.0,20.0,,White,,-extra 10%|discount|produced in europe,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/620908-vrstva-14bir-5.jpg",2026-04-04T21:32:54.784831+00:00
bir476,https://www.freshlabels.cz/en/products/birkenstock-madrid-big-buckle-bir476/,shoes,Shoes > Slippers,Madrid Big Buckle,Birkenstock,3250.0,3250.0,0.0,,Brown,,-extra 10%|free shipping|produced in europe,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/620900-vrstva-9bir-4.jpg",2026-04-04T21:32:54.784831+00:00
ve443,https://www.freshlabels.cz/en/products/veja-recife-logo-ve443/,shoes,Shoes > Sneakers,Recife Logo,Veja,2790.0,3990.0,30.1,,White,fair production|sustainable,discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/597493-vrstva-3veja-01.jpg",2026-04-04T21:32:54.784831+00:00
ve442,https://www.freshlabels.cz/en/products/veja-esplar-ve442/,shoes,Shoes > Sneakers,Esplar,Veja,2300.0,3290.0,30.1,,White,fair production|sustainable,discount,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/597486-urovne-1veja-02.jpg",2026-04-04T21:32:54.784831+00:00
ve440,https://www.freshlabels.cz/en/products/veja-campo-ve440/,shoes,Shoes > Sneakers,Campo,Veja,3140.0,3490.0,10.0,,White,fair production|sustainable,-extra 10%|discount,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/597473-vrstva-3veja-02.jpg",2026-04-04T21:32:54.784831+00:00
ns140,https://www.freshlabels.cz/en/products/novesta-marathon-trail-ns140/,shoes,Shoes > Sneakers,Marathon Trail,Novesta,3480.0,4090.0,14.9,,White,sustainable,-extra 10%|discount|produced in europe,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/599129-vrstva-10-novesta-1-3.jpg",2026-04-04T21:32:54.784831+00:00
ns119,https://www.freshlabels.cz/en/products/novesta-star-master-ns119/,shoes,Shoes > Sneakers,Star Master,Novesta,1110.0,1590.0,30.2,,Blue,sustainable,discount|produced in europe,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/599134-vrstva-10-novesta-4.jpg",2026-04-04T21:32:54.784831+00:00
ve436,https://www.freshlabels.cz/en/products/veja-campo-canvas-ve436/,shoes,Shoes > Sneakers,Campo Canvas,Veja,2160.0,3090.0,30.1,,White,fair production|organic cotton|sustainable,discount,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/584194-vrstva-24vej-1-4-584194.jpg",2026-04-04T21:32:54.784831+00:00
ve421,https://www.freshlabels.cz/en/products/veja-volley-canvas-ve421/,shoes,Shoes > Sneakers,Volley Canvas,Veja,2300.0,3290.0,30.1,,White,fair production|organic cotton|sustainable,discount,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/599137-vrstva-12-veja-3.jpg",2026-04-04T21:32:54.784831+00:00
sal131,https://www.freshlabels.cz/en/products/salomon-xt-6-sal131/,shoes,Shoes > Sneakers,XT-6,Salomon,3951.0,4390.0,10.0,,Brown,,bestseller|discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/658217-vrstva-11salomon-2.jpg",2026-04-04T21:32:54.784831+00:00
car004,https://www.freshlabels.cz/en/products/cariuma-salvas-car004/,shoes,Shoes > Sneakers,SALVAS,Cariuma,2872.0,3590.0,20.0,,White,sustainable,discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/632286-vrstva-59cariuma-1.jpg",2026-04-04T21:32:54.784831+00:00
sal109,https://www.freshlabels.cz/en/products/salomon-xt-6-skyline-sal109/,shoes,Shoes > Sneakers,XT-6 Skyline,Salomon,3143.0,4490.0,30.0,,Brown,,bestseller|discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/636687-l47876800-0-gho-xt-6-skyline-black-copnghigh-ressalomon-5.jpg",2026-04-04T21:32:54.784831+00:00
sal084,https://www.freshlabels.cz/en/products/salomon-xt-whisper-sal084/,shoes,Shoes > Sneakers,XT – Whisper,Salomon,3410.0,3790.0,10.0,,Black,,discount|free shipping,https://www.freshlabels.cz/public/content-images/thumbs/shared/product/fit-w300-h381/vrstva-16salomon.jpg,2026-04-04T21:32:54.784831+00:00
sal056,https://www.freshlabels.cz/en/products/salomon-speedcross-3-sal056/,shoes,Shoes > Sneakers,Speedcross 3,Salomon,3140.0,3490.0,10.0,,White,,discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/587021-vrstva-12salomon-01.jpg",2026-04-04T21:32:54.784831+00:00
onr180,https://www.freshlabels.cz/en/products/on-cloudnova-2-onr180/,shoes,Shoes > Sneakers,Cloudnova 2,On,4490.0,4490.0,0.0,,Black,recycled,free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/633348-vrstva-42on-1.jpg",2026-04-04T21:32:54.784831+00:00
sal066,https://www.freshlabels.cz/en/products/salomon-acs-pro-gore-tex-sal066/,shoes,Shoes > Sneakers,ACS PRO Gore-Tex,Salomon,3843.0,5490.0,30.0,,Grey,,-extra 10%|discount,https://www.freshlabels.cz/public/content-images/thumbs/shared/product/fit-w300-h381/vrstva-2salomon-1-3.jpg,2026-04-04T21:32:54.784831+00:00
blu017,https://www.freshlabels.cz/en/products/blundstone-585-blu017/,shoes,Shoes > Chelsea,585,Blundstone,4990.0,4990.0,0.0,,Brown,,free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/595582-vrstva-4bluntstone-4.jpg",2026-04-04T21:32:54.784831+00:00
kee016,https://www.freshlabels.cz/en/products/keen-uneek-plt-mary-jane-kee016/,shoes,Shoes > Sandals,Uneek PLT Mary Jane,Keen,3190.0,3990.0,20.1,,Beige,,-extra 10%|discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/629701-vrstva-4keen-oprava.jpg",2026-04-04T21:32:54.784831+00:00
fu003,https://www.freshlabels.cz/en/products/fubuki-niseko-30-low-fu003/,shoes,Shoes > Boots,Niseko 3.0 Low,FUBUKI,2870.0,3590.0,20.1,,Beige,,-extra 10%|discount|free shipping,https://www.freshlabels.cz/public/content-images/thumbs/shared/product/fit-w300-h381/vrstva-20fubuki-1.jpg,2026-04-04T21:32:54.784831+00:00
fu002,https://www.freshlabels.cz/en/products/fubuki-niseko-30-low-fu002/,shoes,Shoes > Boots,Niseko 3.0 Low,FUBUKI,3050.0,3590.0,15.0,,Black,,discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/605460-vrstva-21fubuki-1.jpg",2026-04-04T21:32:54.784831+00:00
tro041,https://www.freshlabels.cz/en/products/tropicfeel-all-terrain-tro041/,shoes,Shoes > Sneakers,All-Terrain,Tropicfeel,2630.0,3290.0,20.1,,White,sustainable,discount|free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/583641-vyvazeni-barev-1tropic-1-9-583641.jpg",2026-04-04T21:32:54.784831+00:00
bir527,https://www.freshlabels.cz/en/products/birkenstock-boston-suede-leather-bir527/,shoes,Shoes > Slippers,Boston Suede Leather,Birkenstock,3890.0,3890.0,0.0,,Brown,,free shipping|produced in europe,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/637548-vrstva-5birkeny-637548.jpg",2026-04-04T21:32:54.784831+00:00
bir517,https://www.freshlabels.cz/en/products/birkenstock-boston-suede-leather-bir517/,shoes,Shoes > Slippers,Boston Suede Leather,Birkenstock,3375.0,3750.0,10.0,,Beige,,-extra 10%|discount|produced in europe,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/631284-vrstva-33birkeny-2.jpg",2026-04-04T21:32:54.784831+00:00
sal057,https://www.freshlabels.cz/en/products/salomon-speedcross-3-sal057/,shoes,Shoes > Sneakers,Speedcross 3,Salomon,3490.0,3490.0,0.0,,Black,,free shipping,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/587011-vrstva-5salomon-01.jpg",2026-04-04T21:32:54.784831+00:00
bir518,https://www.freshlabels.cz/en/products/birkenstock-arizona-big-buckle-eva-bir518/,shoes,Shoes > Slippers,Arizona Big Buckle EVA,Birkenstock,1320.0,1650.0,20.0,,Violet,,-extra 10%|discount|produced in europe,"https://res.cloudinary.com/freshlabels-s-r-o/image/upload/c_limit,f_auto,h_381,q_70,w_300/v1/eshop/prod/product/631259-vrstva-5birkeny.jpg",2026-04-04T21:32:54.784831+00:00
ve445,https://www.freshlabels.cz/en/products/veja-volley-ot-leather-ve445/,shoes,Shoes > Sneakers,Volley O.T. Leather,Veja,3290.0,3290.0,0.0,,Beige,sustainable,free shipping,https://www.freshlabels.cz/public/content-images/thumbs/shared/product/fit-w300-h381/vrstva-10veja-01.jpg,2026-04-04T21:32:56.671426+00:00
